title,link,date,category,excerpt
Airports In The US Begin Checking For SARS-Like Mystery Virus As Deadly Outbreak Spreads,https://naturalblaze.com/2020/01/airports-in-the-us-begin-checking-for-sars-like-mystery-virus-as-deadly-outbreak-spreads.html,"JANUARY 18, 2020",NATURAL HEALTH NEWS,"By Tyler Durden The US will begin screening airline passengers beginning Friday after a SARS-like pneumonia outbreak in central China has claimed a second life after a 69-year-old man died on Wednesday, according to the Straits Times. “To further protect the health of the American public…"
Low Doses Of Radiation From Medical Imaging Lead To Mutations In Cell Cultures,https://naturalblaze.com/2020/01/low-doses-of-radiation-from-medical-imaging-lead-to-mutations-in-cell-cultures.html,"JANUARY 17, 2020",NATURAL HEALTH NEWS,"Common medical imaging procedures use low doses of radiation that are believed to be safe. A new study, however, finds that in human cell cultures, these doses create breaks that allow extra bits of DNA to integrate into the chromosome. Roland Kanaar and Alex Zelensky…"
College Students Binge Drink Less In Legal Marijuana States,https://naturalblaze.com/2020/01/college-students-binge-drink-less-in-legal-marijuana-states.html,"JANUARY 15, 2020",NATURAL HEALTH NEWS,"CORVALLIS, Ore. – Marijuana use among college students has been trending upward for years, but in states that have legalized recreational marijuana, use has jumped even higher. An Oregon State University study published today in Addiction shows that in states where marijuana was legalized by…"
"The Trump Administration Wants To Reverse Roundup Verdict, Protecting Bayer And Monsanto",https://naturalblaze.com/2020/01/the-trump-administration-wants-to-reverse-roundup-verdict-protecting-bayer-and-monsanto.html,"JANUARY 15, 2020",NATURAL HEALTH NEWS,"By Phillip Schneider Bayer AG, which recently acquired the Roundup herbicide in a $63 billion buyout of Monsanto, has once again been found guilty in a California court for not informing customers that their product can cause cancer. The Trump Administration, on the other hand,…"
Willie Nelson Joins The Fight Against A Corporate Takeover Of The Cannabis Industry,https://naturalblaze.com/2020/01/willie-nelson-joins-the-fight-against-a-corporate-takeover-of-the-cannabis-industry.html,"JANUARY 14, 2020",NATURAL HEALTH NEWS,"By Phillip Schneider As marijuana becomes legal across the country, a select few companies have come to dominate the market with some bad business practices. But Willie Nelson is trying to stop them. Thirty-five years ago, as Willie was playing his music at Live Aid,…"
Low-Fat Diet Linked To Lower Testosterone Levels In Men,https://naturalblaze.com/2020/01/low-fat-diet-linked-to-lower-testosterone-levels-in-men.html,"JANUARY 11, 2020",DIET,"For the many men diagnosed with testosterone deficiency, losing weight can help increase testosterone levels. But certain diets – specifically a low-fat diet – may be associated with a small but significant reduction in testosterone, suggests a study in The Journal of Urology®, Official Journal…"
New Nano-Copper Cancer Therapy Gets Results Without Chemo,https://naturalblaze.com/2020/01/new-nano-copper-cancer-therapy-gets-results-without-chemo.html,"JANUARY 10, 2020",NATURAL HEALTH NEWS,"An interdisciplinary team of scientists from KU Leuven, the University of Bremen, the Leibniz Institute of Materials Engineering, and the University of Ioannina has succeeded in killing tumour cells in mice using nano-sized copper compounds together with immunotherapy. After the therapy, the cancer did not…"
New Study Shows Largest Single-Year Decline In Cancer Death Rates Ever Recorded,https://naturalblaze.com/2020/01/new-study-shows-largest-single-year-decline-in-cancer-death-rates-ever-recorded.html,"JANUARY 10, 2020",NATURAL HEALTH NEWS,"By John Vibes The American Cancer Society (ACS) has recently reported the largest single-year drop in the cancer death rate in the United States since they began recording the statistic. It is difficult to point to any one particular cause for this decline, as it…"
Farmer Sets Up Trough For Animals To Drink From While The Australian Bushfires Rage On,https://naturalblaze.com/2020/01/farmer-sets-up-trough-for-animals-to-drink-from-while-the-australian-bushfires-rage-on.html,"JANUARY 9, 2020",NATURAL HEALTH NEWS,"By Mayukh Saha The Australian bushfires continue to devastate Australia for over a week now. And while ecologists believe that mitigation processes might help in afforestation, there is no way that the wildlife loss wouldn’t be a major shock to the entire country. This emu…"
"Wisconsin, The Next Health Freedom State?",https://naturalblaze.com/2020/01/wisconsin-the-next-health-freedom-state.html,"JANUARY 8, 2020",NATURAL HEALTH NEWS,"By Rosanne Lindsay, Naturopath There are eleven states in the nation that have a health freedom law on the books. These bipartisan laws, found in both blue states and red states, impact thousands of people whose rights are protected when it comes to accessing complimentary…"
"Healthcare Paperwork In US Cost $812 Billion In 2017, 4 Times More Per Capita Than Canada",https://naturalblaze.com/2020/01/healthcare-paperwork-in-us-cost-812-billion-in-2017-4-times-more-per-capita-than-canada.html,"JANUARY 8, 2020",NATURAL HEALTH NEWS,"A study published today (January 6) in the Annals of Internal Medicine finds that health care bureaucracy cost Americans $812 billion in 2017. This represented more than one-third (34.2%) of total expenditures for doctor visits, hospitals, long-term care and health insurance. The study estimated that…"
Nearly 90% Of Americans Are Now In Favor Of Legalizing Marijuana,https://naturalblaze.com/2020/01/nearly-90-of-americans-are-now-in-favor-of-legalizing-marijuana.html,"JANUARY 5, 2020",NATURAL HEALTH NEWS,"By Tyler Durden Nearly 90 percent of Americans are in favor of legalizing marijuana, according to a September study conducted by Pew Research. As Statista’s Maria Vultaggio notes, at 69 percent of approval, marijuana legalization was most common among 18 to 29 year olds. At 12 percent,…"
Trump Administration Announces Nationwide Ban On Most Flavored Vaping Products,https://naturalblaze.com/2020/01/trump-administration-announces-nationwide-ban-on-most-flavored-vaping-products.html,"JANUARY 3, 2020",NATURAL HEALTH NEWS,"By John Vibes This week, the Trump administration and the U.S. Department of Health and Human Services (HHS) announced that flavored vaping products will be banned across the country. The measure stopped short of banning all vaping products, and as a result there will still…"
"Dog Whispering Boy Won An ASPCA Award After Rescuing More Than 1,300 Dogs From High-Kill Shelters",https://naturalblaze.com/2019/12/dog-whispering-boy-won-an-aspca-award-after-rescuing-more-than-1300-dogs-from-high-kill-shelters.html,"DECEMBER 30, 2019",NATURAL HEALTH NEWS,"By Mayukh Saha Project Freedom Ride was started by seven-year-old Roman McConn and his mother Sully to help pooches in and around Texas. Roman has been tirelessly working to help senior and abandoned dogs get a second chance at life. As of 2018, this little…"
Italy’s Top Court Legalizes Home-Grown Cannabis For Personal Use,https://naturalblaze.com/2019/12/italys-top-court-legalizes-home-grown-cannabis-for-personal-use.html,"DECEMBER 29, 2019",NATURAL HEALTH NEWS,"By Elias Marat In a landmark ruling, Italy’s Supreme Court has decriminalized growing small batches of cannabis at home for private use. In the latest interpretation of laws governing the growth of narcotic plants, the judges decreed that “small amounts grown domestically for the exclusive…"
"16-Year-Old Teen Develops Armor That “Blocks” Radiation During Cancer Treatments, Reducing Exposure By 16%",https://naturalblaze.com/2019/12/16-year-old-teen-develops-armor-that-blocks-radiation-during-cancer-treatments-reducing-exposure-by-16.html,"DECEMBER 28, 2019",NATURAL HEALTH NEWS,"By Amanda Froelich Meet Macinley Butson, a young inventor who has received international recognition for her efforts to protect women from excess radiation during breast cancer treatments. Thanks to her ingenuity, the copper SMART armor has the potential to save countless lives. Butson has always…"
"Coincidentally, CDC Issues “Health Advisory” On Ebola Rapid Test And FDA Approves New Ebola Vaccine",https://naturalblaze.com/2019/12/coincidentally-cdc-issues-health-advisory-on-ebola-rapid-test-and-fda-approves-new-ebola-vaccine.html,"DECEMBER 27, 2019",NATURAL HEALTH NEWS,"By Daisy Luther In an interesting coincidence, the CDC has issued an advisory on the use of an Ebola rapid diagnostic test only 3 days before the announcement of a new FDA-approved Ebola vaccine with a “100% effectiveness” rate. The health advisory The CDC has…"
"As Americans Distracted By Impeachment, Congress Silently Killed Cannabis Reform—Despite Support",https://naturalblaze.com/2019/12/as-americans-distracted-by-impeachment-congress-silently-killed-cannabis-reform-despite-support.html,"DECEMBER 26, 2019",NATURAL HEALTH NEWS,"By Matt Agorist In case you have been under a rock, Donald Trump is getting impeached. He is not getting impeached for invading countries on false pretenses, engineering coups to overthrow democratically elected governments in foreign countries, sending weapons to the largest state sponsor of…"
China Turns To Shocking Solution To Curb Pig Ebola,https://naturalblaze.com/2019/12/china-turns-to-shocking-solution-to-curb-pig-ebola.html,"DECEMBER 26, 2019",NATURAL HEALTH NEWS,"By Tyler Durden China is the world’s top producer and consumer of pork. So when 50% of its pig herd was wiped out in 2019 from African Swine Fever (ASF), it caused pork prices in the back half of the year to hyperinflate. The immediate…"
Nepal Has A Yearly Festival To Celebrate The Role Dogs Have In Human Life,https://naturalblaze.com/2019/12/nepal-has-a-yearly-festival-to-celebrate-the-role-dogs-have-in-human-life.html,"DECEMBER 22, 2019",NATURAL HEALTH NEWS,"By Mayukh Saha Nepal has a 5-day celebration for “Diwali” just before we engage in Halloween celebrations. While 4 days are devoted to other celebrations and “pujas”, the second day of the festival, Kukur Tihar, is dedicated solely to celebrate the human-dog bond. Diwali is…"
"Psilocybin-Infused Coffee Coming Soon To Denver, Colorado",https://naturalblaze.com/2019/12/psilocybin-infused-coffee-coming-soon-to-denver-colorado.html,"DECEMBER 19, 2019",NATURAL HEALTH NEWS,"By Amanda Froelich Imagine beginning your day with a fresh, steaming cup of psilocybin-infused coffee. Before long, such a routine could be possible – at least in the city of Denver, Colorado. Following the historic decriminalization of psilocybin, or “magic mushrooms,” Sträva Craft Coffee has…"
